index,soc,Temperature,ncells,ncolumns,As,Rout
0,0.9146583498724128,25.454400456006606,9,3,0.005309291584566752,2.5615557419531507
0,0.9138077686419053,25.486303955558423,9,3,0.005309291584566752,2.5978097187165785
0,0.9118230791040545,25.55029745497055,9,3,0.005309291584566752,2.6705296044121782
0,0.9115395520272186,25.55029745497055,9,3,0.005309291584566752,2.6705296044121782
0,0.910972497873547,25.582238521811245,9,3,0.005309291584566752,2.706826271276604
0,0.9106889707967111,25.582238521811245,9,3,0.005309291584566752,2.706826271276604
0,0.9104054437198752,25.582238521811245,9,3,0.005309291584566752,2.603573382481244
0,0.9101219166430394,25.582238521811245,9,3,0.005309291584566752,2.603573382481244
0,0.9095548624893678,25.61432834151422,9,3,0.005309291584566752,2.6247522808018005
0,0.9092713354125319,25.614299469167122,9,3,0.005309291584566752,2.6553989624361916
0,0.9087042812588603,25.64648300470077,9,3,0.005309291584566752,2.626935043563292
0,0.9081372271051885,25.678543952056646,9,3,0.005309291584566752,2.8162642601918324
0,0.9078537000283528,25.678543952056646,9,3,0.005309291584566752,2.6969056015269226
0,0.9070031187978452,25.678543952056646,9,3,0.005309291584566752,2.7130113713964725
0,0.9061525375673377,25.74267005157414,9,3,0.005309291584566752,2.889134827825349
0,0.9058690104905018,25.74267005157414,9,3,0.005309291584566752,2.785881939029989
0,0.9050184292599943,25.774945461751326,9,3,0.005309291584566752,2.9258114302994227
0,0.9033172667989793,25.80698104272605,9,3,0.005309291584566752,2.9622154995888828
0,0.9027502126453076,25.83922634388813,9,3,0.005309291584566752,2.895604998477703
0,0.9013325772611285,25.903416138625747,9,3,0.005309291584566752,2.9685479470431786
0,0.9010490501842926,25.903416138625747,9,3,0.005309291584566752,2.9685479470431786
0,0.9007655231074567,25.903416138625747,9,3,0.005309291584566752,2.9685479470431786
0,0.900481996030621,25.903416138625747,9,3,0.005309291584566752,2.785419580193793
0,0.8999149418769492,25.935329268880835,9,3,0.005309291584566752,3.0048279329734044
0,0.8996314148001134,25.935329268880835,9,3,0.005309291584566752,3.004878151350468
0,0.8990643606464417,25.967485781871318,9,3,0.005309291584566752,3.041522308547716
0,0.8987808335696059,25.967485781871318,9,3,0.005309291584566752,3.041573205763026
0,0.8976467252622625,25.99940209084267,9,3,0.005309291584566752,3.07805090786823
0,0.8973631981854268,25.99940209084267,9,3,0.005309291584566752,3.078102483991403
0,0.896796144031755,26.031528649868566,9,3,0.005309291584566752,3.1147207363195775
0,0.8953785086475758,26.095752342040612,9,3,0.005309291584566752,3.291266819347704
0,0.89509498157074,26.095752342040612,9,3,0.005309291584566752,3.18803924521771
0,0.8948114544939042,26.095752342040612,9,3,0.005309291584566752,3.2913775424987923
0,0.8945279274170683,26.095752342040612,9,3,0.005309291584566752,3.1881464974424762
0,0.8939608732633967,26.127819392438386,9,3,0.005309291584566752,3.2247080630719434
0,0.8936773461865608,26.127819392438386,9,3,0.005309291584566752,3.22476237541244
0,0.8922597108023816,26.192192595785116,9,3,0.005309291584566752,3.298222706678908
0,0.8919761837255458,26.192192595785116,9,3,0.005309291584566752,3.2982783997519793
0,0.89169265664871,26.192192595785116,9,3,0.005309291584566752,3.298334094705924
0,0.8914091295718741,26.192192595785116,9,3,0.005309291584566752,3.401695510348495
0,0.8911256024950382,26.192192595785116,9,3,0.005309291584566752,3.298445490256818
0,0.8894244400340232,26.256448949701724,9,3,0.005309291584566752,3.4751676050157942
0,0.8888573858803516,26.288454907042574,9,3,0.005309291584566752,3.408361057309037
0,0.8885738588035157,26.288454907042574,9,3,0.005309291584566752,3.5117422583110134
0,0.8882903317266799,26.288454907042574,9,3,0.005309291584566752,3.408476611701678
0,0.8877232775730082,26.320669036248763,9,3,0.005309291584566752,3.55152602809059
0,0.886305642188829,26.320673667976674,9,3,0.005309291584566752,3.5488643224141376
0,0.8854550609583215,26.38480593160129,9,3,0.005309291584566752,3.6219937730084895
0,0.8851715338814857,26.38480593160129,9,3,0.005309291584566752,3.5187106257973366
0,0.8848880068046499,26.38480593160129,9,3,0.005309291584566752,3.6221170457907523
0,0.884604479727814,26.38480593160129,9,3,0.005309291584566752,3.622178685328584
0,0.8834703714204707,26.41695910568585,9,3,0.005309291584566752,3.6429827476395094
0,0.8829033172667989,26.448847595501643,9,3,0.005309291584566752,3.751720754370624
0,0.8823362631131273,26.480976195759116,9,3,0.005309291584566752,3.6287237993058437
0,0.8820527360362914,26.480976195759116,9,3,0.005309291584566752,3.628785786091961
0,0.8817692089594557,26.480976195759116,9,3,0.005309291584566752,3.628847774995863
0,0.8812021548057839,26.51333568079961,9,3,0.005309291584566752,3.6515173644748478
0,0.8809186277289481,26.513313824942845,9,3,0.005309291584566752,3.783820107602218
0,0.8803515735752765,26.545434462814423,9,3,0.005309291584566752,3.9710112072140036
0,0.8800680464984406,26.54567330998334,9,3,0.005309291584566752,3.8062155664258035
0,0.8789339381910972,26.577772091998145,9,3,0.005309291584566752,3.739620103423897
0,0.8786504111142615,26.577772091998145,9,3,0.005309291584566752,3.8430704472991564
0,0.8783668840374256,26.577772091998145,9,3,0.005309291584566752,3.8431363505227143
0,0.8780833569605897,26.577772091998145,9,3,0.005309291584566752,3.8432022560066055
0,0.8772327757300822,26.641810887666708,9,3,0.005309291584566752,4.129327315516142
0,0.8763821944995747,26.67411852669605,9,3,0.005309291584566752,3.9532592100468835
