index,soc,Temperature,ncells,ncolumns,hcomb
0,0.9146583498724128,25.454400456006606,9,3,73.52916120246226
0,0.9138077686419053,25.486303955558423,9,3,72.50301810873891
0,0.9118230791040545,25.55029745497055,9,3,70.52872387858227
0,0.9115395520272186,25.55029745497055,9,3,70.52872387858227
0,0.910972497873547,25.582238521811245,9,3,69.58298250531466
0,0.9106889707967111,25.582238521811245,9,3,69.58298250531466
0,0.9104054437198752,25.582238521811245,9,3,72.34251446358951
0,0.9101219166430394,25.582238521811245,9,3,72.34251446358951
0,0.9095548624893678,25.61432834151422,9,3,71.75878899384357
0,0.9092713354125319,25.614299469167122,9,3,70.9306012932857
0,0.9087042812588603,25.64648300470077,9,3,71.69916345692391
0,0.9081372271051885,25.678543952056646,9,3,66.87903821438137
0,0.9078537000283528,25.678543952056646,9,3,69.83894615092474
0,0.9070031187978452,25.678543952056646,9,3,69.42434781694882
0,0.9061525375673377,25.74267005157414,9,3,65.19219638528823
0,0.9058690104905018,25.74267005157414,9,3,67.60840882752804
0,0.9050184292599943,25.774945461751326,9,3,64.37497752884597
0,0.9033172667989793,25.80698104272605,9,3,63.5838429396195
0,0.9027502126453076,25.83922634388813,9,3,65.04652574442515
0,0.9013325772611285,25.903416138625747,9,3,63.44820715015604
0,0.9010490501842926,25.903416138625747,9,3,63.44820715015604
0,0.9007655231074567,25.903416138625747,9,3,63.44820715015604
0,0.900481996030621,25.903416138625747,9,3,67.61963131818791
0,0.8999149418769492,25.935329268880835,9,3,62.682139969587766
0,0.8996314148001134,25.935329268880835,9,3,62.6810924078626
0,0.8990643606464417,25.967485781871318,9,3,61.92591274107736
0,0.8987808335696059,25.967485781871318,9,3,61.924876482437234
0,0.8976467252622625,25.99940209084267,9,3,61.19101038832759
0,0.8973631981854268,25.99940209084267,9,3,61.18998508293075
0,0.896796144031755,26.031528649868566,9,3,60.47060427694183
0,0.8953785086475758,26.095752342040612,9,3,57.226914564312025
0,0.89509498157074,26.095752342040612,9,3,59.07990165481911
0,0.8948114544939042,26.095752342040612,9,3,57.2249894298582
0,0.8945279274170683,26.095752342040612,9,3,59.07791415176787
0,0.8939608732633967,26.127819392438386,9,3,58.408091956001655
0,0.8936773461865608,26.127819392438386,9,3,58.407108230750374
0,0.8922597108023816,26.192192595785116,9,3,57.10622411814667
0,0.8919761837255458,26.192192595785116,9,3,57.105259851117886
0,0.89169265664871,26.192192595785116,9,3,57.10429558408911
0,0.8914091295718741,26.192192595785116,9,3,55.369166495407505
0,0.8911256024950382,26.192192595785116,9,3,57.10236705003154
0,0.8894244400340232,26.256448949701724,9,3,54.19854996556634
0,0.8888573858803516,26.288454907042574,9,3,55.260884017924745
0,0.8885738588035157,26.288454907042574,9,3,53.63407426425232
0,0.8882903317266799,26.288454907042574,9,3,55.25901055989144
0,0.8877232775730082,26.320669036248763,9,3,53.03327177935066
0,0.886305642188829,26.320673667976674,9,3,53.073047591472985
0,0.8854550609583215,26.38480593160129,9,3,52.001482300374064
0,0.8851715338814857,26.38480593160129,9,3,53.52785867024411
0,0.8848880068046499,26.38480593160129,9,3,51.99971251565316
0,0.884604479727814,26.38480593160129,9,3,51.99882762329271
0,0.8834703714204707,26.41695910568585,9,3,51.70187676601209
0,0.8829033172667989,26.448847595501643,9,3,50.20337530711633
0,0.8823362631131273,26.480976195759116,9,3,51.90503755485503
0,0.8820527360362914,26.480976195759116,9,3,51.904150914901344
0,0.8817692089594557,26.480976195759116,9,3,51.90326427494765
0,0.8812021548057839,26.51333568079961,9,3,51.58103502713424
0,0.8809186277289481,26.513313824942845,9,3,49.77748405658788
0,0.8803515735752765,26.545434462814423,9,3,47.43100315028037
0,0.8800680464984406,26.54567330998334,9,3,49.484597441241014
0,0.8789339381910972,26.577772091998145,9,3,50.365823230739046
0,0.8786504111142615,26.577772091998145,9,3,49.01004227271829
0,0.8783668840374256,26.577772091998145,9,3,49.00920183421237
0,0.8780833569605897,26.577772091998145,9,3,49.008361395706444
0,0.8772327757300822,26.641810887666708,9,3,45.61252491935809
0,0.8763821944995747,26.67411852669605,9,3,47.643990710371945
0,0.8755316132690671,26.67411852669605,9,3,47.641530435748194
0,0.8749645591153955,26.706355010700815,9,3,47.20178630997921
0,0.8746810320385597,26.706355010700815,9,3,48.45674804411003
0,0.8743975049617239,26.706355010700815,9,3,47.20015924330759
0,0.8738304508080522,26.738570972407086,9,3,46.7687080568847
0,0.8732633966543805,26.706355010700815,9,3,47.19690510996436
0,0.872412815423873,26.77074583414182,9,3,47.93667929482195
0,0.8715622341933654,26.77074583414182,9,3,47.5508426188395
0,0.8709951800396938,26.802723952078622,9,3,47.11610026374996
0,0.8704281258860221,26.834878952827676,9,3,45.519744555618814
0,0.8695775446555146,26.834878952827676,9,3,45.51737892708394
0,0.869010490501843,26.867288552879945,9,3,45.35475052201768
0,0.8684434363481712,26.899443553629,9,3,44.719629817345165
0,0.8681599092713355,26.899443553629,9,3,44.71885317330125
0,0.8678763821944996,26.899443553629,9,3,44.718076529257324
0,0.8675928551176637,26.899443553629,9,3,44.7172998852134
0,0.8673093280408279,26.899443553629,9,3,44.71652324116948
0,0.8661752197334845,26.93180487471861,9,3,44.32553804383492
0,0.8650411114261412,26.99624613180796,9,3,43.569811859714285
0,0.8644740572724695,26.964120886325578,9,3,45.02725231725951
0,0.8624893677346187,27.060532605957462,9,3,43.86987142148553
0,0.8622058406577828,27.060532605957462,9,3,43.86910468237219
0,0.861922313580947,27.060532605957462,9,3,43.86833794325885
0,0.8616387865041112,27.060532605957462,9,3,43.86757120414552
0,0.8605046781967678,27.092864002832965,9,3,43.49134077527351
0,0.8593705698894244,27.157293680934572,9,3,42.76331483414919
0,0.8590870428125886,27.157293680934572,9,3,42.762564611518414
0,0.8588035157357528,27.157293680934572,9,3,42.761814388887636
0,0.8585199886589169,27.157293680934572,9,3,42.761064166256844
0,0.8582364615820811,27.157293680934572,9,3,42.76031394362606
0,0.8573858803515736,27.157293680934572,9,3,43.7970552243373
0,0.856818826197902,27.221426102035792,9,3,43.06354703044337
0,0.8565352991210661,27.221426102035792,9,3,42.71724334237583
0,0.8559682449673944,27.25360278271255,9,3,41.71476196382483
0,0.8556847178905586,27.25360278271255,9,3,41.714027379533924
0,0.8554011908137227,27.25360278271255,9,3,41.71329279524302
0,0.8551176637368869,27.25360278271255,9,3,41.71255821095211
0,0.854834136660051,27.25360278271255,9,3,41.711823626661214
0,0.8545506095832152,27.25360278271255,9,3,41.7110890423703
0,0.8542670825063794,27.25360278271255,9,3,41.7103544580794
0,0.8519988658916926,27.350521318308036,9,3,40.70835468124151
0,0.8517153388148568,27.350521318308036,9,3,40.70763508515716
0,0.851431811738021,27.350521318308036,9,3,40.706915489072806
0,0.8511482846611852,27.350521318308036,9,3,40.706195892988454
0,0.8500141763538418,27.38283915265477,9,3,40.72611576343673
0,0.8497306492770059,27.38278800149727,9,3,40.38147203473853
0,0.8483130138928268,27.415105835844006,9,3,40.061324088756976
0,0.8477459597391551,27.447252828205063,9,3,39.749897122398345
0,0.8474624326623192,27.447252828205063,9,3,39.74919178859192
0,0.8454777431244684,27.512068608068347,9,3,39.13364049009645
0,0.8446271618939609,27.544324069016863,9,3,38.834629716394495
0,0.844343634817125,27.544324069016863,9,3,38.508289549560814
0,0.8440601077402892,27.54437511785891,9,3,39.15990698136674
0,0.8437765806634534,27.544324069016863,9,3,38.8325546956079
0,0.8417918911256025,27.608918745773128,9,3,38.2465222084588
0,0.8412248369719308,27.64120680518181,9,3,37.961123096615104
0,0.840941309895095,27.64120680518181,9,3,37.960444448832476
0,0.8406577828182591,27.64120680518181,9,3,37.95976580104985
0,0.8400907286645874,27.67328403072227,9,3,37.68039127745911
0,0.8398072015877517,27.67328403072227,9,3,37.67971681551921
0,0.8395236745109158,27.67328403072227,9,3,37.679042353579305
0,0.8383895662035724,27.705415026599777,9,3,37.40193669521037
0,0.8364048766657216,27.737949685483784,9,3,37.12345857608649
0,0.8361213495888857,27.737949685483784,9,3,37.12279236896021
0,0.8352707683583782,27.770175450645358,9,3,36.85354436766184
0,0.8347037142047066,27.802506959458878,9,3,36.58793847299362
0,0.8341366600510349,27.83467052385727,9,3,36.32745307434786
